result_set,k,P,z,avg_r2_oos,avg_sharpe,avg_subspace_stability,avg_max_principal_angle,avg_mean_principal_angle,anisotropy,angle_anisotropy_ratio,avg_geodesic_accel,avg_erank,avg_erank_collapse,avg_spectral_gap
sweep_A_k_z_P1024,16,1024,z=1e+01,-0.004815912087369645,0.6767971955546578,1.3426860742179925,0.8190671442912559,0.17313666024348945,0.21240146358973006,0.2113827437105974,0.1152655766216743,14.19850933051533,0.0,0.18098966285133347
sweep_A_k_z_P1024,16,1024,z=5e+01,-0.004307993767489915,0.6483327062179065,1.6997352920019082,1.0895362899890504,0.2207943122764968,0.20481788697646325,0.20264980093385943,0.10576208665253697,14.385680438132308,0.0,0.22647812091212535
sweep_A_k_z_P1024,20,1024,z=0e+00,-0.05878119075422039,0.47948399306030237,0.2648078723477614,0.17984663004494883,0.018835283640997326,0.1047814488946204,0.10472970016891531,0.05687647193313075,11.978769565465955,0.0,0.0034646934339548777
sweep_A_k_z_P1024,20,1024,z=1e+01,-0.003211656427275056,0.6645896630301849,1.3795403599509208,0.8884870800846651,0.14801020010524749,0.16718767598928844,0.16658677815680042,0.15500655198738678,16.96494591336928,0.0,0.09024979163893306
sweep_A_k_z_P1024,20,1024,z=5e+01,-0.0032280700684796937,0.6117872856535536,1.7342594566967893,1.2799658632965223,0.17666811032378443,0.13967414927120186,0.13802564223766078,0.1454473393272605,17.44656190517137,0.0,0.17330544233079206
sweep_A_k_z_P1024,24,1024,z=0e+00,-0.06368978879930642,0.7466583362055408,0.20658918669808368,0.1417221628441579,0.011635781210071023,0.08207771472740129,0.0821027634390966,0.05331419008263125,13.449281849015103,0.0,0.0003113684089567686
sweep_A_k_z_P1024,24,1024,z=1e+01,-0.002058713653355193,0.6787199632439784,1.3805813383756933,0.9468857991428398,0.12294368985996292,0.13024313104885546,0.12984003981394232,0.14430124184350573,18.89277638159114,0.0,0.008546619227118205
sweep_A_k_z_P1024,24,1024,z=5e+01,-0.0015834492253907761,0.6411458547029847,1.4225016195659759,1.5099122111626107,0.07848974849278549,0.05200906275995363,0.051982988091969606,0.013552212275954547,19.975617215330992,0.0,0.1145072647796472
sweep_A_k_z_P1024,28,1024,z=0e+00,-0.07604598407792196,0.5075297846297859,0.15958042240012754,0.11016417935292777,0.007331679620647492,0.06653218436903786,0.0665523009721639,0.045022033266912335,14.320588123193769,0.25892857142857145,2.312470724223593e-19
sweep_A_k_z_P1024,28,1024,z=1e+01,-0.0014010478869017629,0.6981344308655015,1.359218463463676,0.9889739059514936,0.09869583683361671,0.10007185266515374,0.0997961991106947,0.13275362826198323,19.545576861370176,0.0,8.972107390349475e-20
sweep_A_k_z_P1024,28,1024,z=5e+01,-0.0015765604625419538,0.6415629327535172,1.444722410009459,1.4651193263339095,0.07389834425486053,0.050450218752354226,0.050438447522068004,0.017416675935500753,19.978325021366352,0.0,2.8067390047248216e-19
sweep_A_k_z_P1024,32,1024,z=0e+00,-0.08554448161474548,0.6728587341906699,0.1211839019279773,0.08409522672211686,0.0046118102453638725,0.05473581110599652,0.05484033309765697,0.029031526548786202,15.200270062871812,0.9434523809523809,0.0
sweep_A_k_z_P1024,32,1024,z=1e+01,-0.0014303024907280637,0.6894503205101742,1.3452261586084113,1.017942200653063,0.08237025946113198,0.08112382879685927,0.08091840519853404,0.12014784560787213,19.73753762216258,0.0,0.0
sweep_A_k_z_P1024,32,1024,z=5e+01,-0.0015731419640081512,0.6416233095199445,1.4505962079039276,1.4342039466378258,0.06690658584903308,0.04666572253212476,0.04665067754546401,0.018031926173109402,19.978351139327202,0.0,0.0
sweep_B_P_grid,12,256,z=1e+01,-0.018592314636674212,0.5755971859554853,1.8652783428971313,0.9484374597280545,0.3517292091113827,0.37406058180680796,0.37085124116906354,0.14413206746278573,11.239036124289964,0.0,0.30966666269527937
sweep_B_P_grid,12,256,z=5e+01,-0.009089633456656143,0.5734040129510272,1.8450837655167653,1.085019810361873,0.33534798217789247,0.3125168944417684,0.30907083813156194,0.2269862358660883,11.127913316574817,0.0,0.2913362127478864
sweep_B_P_grid,24,256,z=1e+01,-0.007520237608556801,0.6396808936123086,1.4617547490849565,1.4564644495114594,0.09767074238598515,0.06731226053730047,0.06706016231206108,0.05372508043493173,19.785342830085114,0.0,0.09457741889270284
sweep_B_P_grid,24,256,z=5e+01,-0.004020680462852866,0.6330658672910168,1.4161375780765701,1.5040692614478433,0.07813532986762924,0.05196397714594138,0.05194928975040339,0.007861228862055812,19.66345229568612,0.0,0.09469448472389164
sweep_B_P_grid,12,1024,z=1e+01,-0.007624644234235811,0.6936134775400913,1.31002186756774,0.7458889520513635,0.21191970854815168,0.28576285936935786,0.2841169693763723,0.09303807284725281,11.068760307507965,0.0,0.2772772788775399
sweep_B_P_grid,12,1024,z=5e+01,-0.006450937490811937,0.6679672782858516,1.620778449333017,0.9420015399082092,0.2738923019608155,0.29359480710435476,0.29075568388933226,0.12220253224760061,11.116473735673955,0.0,0.2961002412821727
sweep_B_P_grid,24,1024,z=1e+01,-0.001962157834426881,0.6821060775546753,1.3814849669530773,0.9477911102766073,0.12301515921559841,0.12998687070829548,0.1297914254330758,0.150521515269436,18.897823627413224,0.0,0.008607366018037514
sweep_B_P_grid,24,1024,z=5e+01,-0.0015797788663824974,0.6416191898760654,1.423091844502823,1.5101956206671303,0.07856106867799047,0.052048656540064096,0.05202045854383159,0.014549844602766631,19.97510645129849,0.0,0.11435631742493602
sweep_B_P_grid,12,4096,z=1e+01,-0.007177657979910768,0.6974338991664394,0.9229534666897052,0.6005093887737056,0.13562279024573823,0.22576763449932796,0.22584624450700463,0.09820566752258363,10.536289242491891,0.0,0.16158812652511584
sweep_B_P_grid,12,4096,z=5e+01,-0.007421543528567387,0.6259680368572753,1.3388323789526273,0.7701046177889045,0.20666922341864763,0.2702262130323382,0.26836512682137725,0.0824024533397799,11.028353780115985,0.0,0.27581886628186747
sweep_B_P_grid,24,4096,z=1e+01,-0.0036331873865618203,0.73732262587737,0.8654650190861469,0.5990838397397461,0.06715773048240231,0.11183601821616256,0.11210072118048946,0.1081956786284989,15.462082361298759,0.0,0.0006369043470913769
sweep_B_P_grid,24,4096,z=5e+01,-0.001172799443641459,0.6769494263642318,1.4692563764792046,1.0254427125248253,0.12231773589684607,0.11966163537592733,0.11928285647052646,0.1482401964660468,19.29896635099386,0.0,0.018354909040255867
sweep_C_fine_z,12,1024,z=0e+00,-0.049148095899252287,0.515904671644177,0.3971297335188921,0.2618166393430093,0.049356903827858616,0.18876071149716273,0.18851706274938282,0.0709284152476329,8.740633259112304,0.0,0.03890076363860692
sweep_C_fine_z,12,1024,z=1e+00,-0.009859274159990328,0.7436164733430936,0.8148741944454029,0.5245671717162734,0.1190275343593349,0.2258778319456879,0.22690618242445834,0.11849179563230322,10.15688925172988,0.0,0.11717886633736166
sweep_C_fine_z,12,1024,z=1e+01,-0.006677776288340764,0.7308726155174681,1.3037242930340238,0.7432162612872862,0.21060095875483353,0.28514594460727816,0.28336430420677633,0.08371778418882525,11.064745611668714,0.0,0.2761692606282863
sweep_C_fine_z,12,1024,z=1e+02,-0.005165316596865033,0.6480878271429517,1.6745828462223098,1.0069035159531967,0.2845939380856104,0.2856790627745887,0.28264270963062066,0.1640653616306945,11.103579420688979,0.0,0.29488403870760765
sweep_C_fine_z,12,1024,z=2e+01,-0.007094835205714745,0.6905211764737151,1.489917787939131,0.8461438487082631,0.24400849585905277,0.29045363343074004,0.28837708414657875,0.08969746826649791,11.102485368658106,0.0,0.29029499930121877
sweep_C_fine_z,12,1024,z=5e+00,-0.009141404015990506,0.6355000844461446,1.1073360289081686,0.6714647580807063,0.17699764881206034,0.26424698727289686,0.2635993128187172,0.10180106753420795,10.918401709198669,0.0,0.22998115668583807
sweep_C_fine_z,12,1024,z=5e+01,-0.006346290520727216,0.6739445271426947,1.626601076251816,0.9437403497624375,0.27524328693678574,0.29442444097441905,0.2916514982177791,0.12626166811715417,11.116286156154027,0.0,0.29599674150653443
sweep_D_fine_P,12,128,z=1e+01,-0.026818742696338438,0.5521038779699965,2.2434948617030375,1.0539080891793178,0.44950630528027663,0.4305040865170401,0.4265137632924982,0.2373383914263211,11.265805392683125,0.0,0.3085688099912434
sweep_D_fine_P,24,128,z=1e+01,-0.013677694917222372,0.6741251828456912,1.4394359825209586,1.4836974530473384,0.09655129395176694,0.06511700025866868,0.06507478580182371,0.018275434732055472,19.330578033330124,0.0,0.07544223215846364
sweep_D_fine_P,12,256,z=1e+01,-0.018299746858724264,0.5960624920261836,1.8631042119461183,0.9451184268432204,0.35125807871442183,0.37485661745426246,0.3716550949997399,0.14983434940551002,11.241900971337314,0.0,0.3115395624184495
sweep_D_fine_P,24,256,z=1e+01,-0.007507550547007025,0.6384587113543383,1.4621924756249856,1.4546751130662954,0.09787184066304709,0.06759294477018639,0.06728089302135926,0.05718211387481359,19.784171924209947,0.0,0.09413193574704676
sweep_D_fine_P,12,512,z=1e+01,-0.013592824329921926,0.5854737240958643,1.5545678492238528,0.8542889646001742,0.2674360129225847,0.31558213344502334,0.31305099796969815,0.09502308884533177,11.160013435050129,0.0,0.2976840024151847
sweep_D_fine_P,24,512,z=1e+01,-0.0036880837617767614,0.6636767736053738,1.5827608259275672,1.16607204153462,0.13122745155937623,0.1135410451845847,0.11253803100078888,0.1450473696166143,19.594451129589807,0.0,0.0525586421609045
sweep_D_fine_P,12,1024,z=1e+01,-0.007301219562879657,0.7022619652731833,1.3060559467697832,0.7439690479558604,0.2110602663284699,0.28528934192286326,0.2836949560043956,0.09224635331007422,11.067843441828014,0.0,0.2783103057088844
sweep_D_fine_P,24,1024,z=1e+01,-0.001978935473351928,0.6852917021913323,1.3824856372599736,0.949540049871559,0.12288953524759348,0.12962264667529846,0.1294200652876267,0.14770351112942473,18.916645736927798,0.0,0.009187599093867913
sweep_D_fine_P,12,2048,z=1e+01,-0.007659886949081152,0.6826092827222199,1.08216690212427,0.6678503531399569,0.16843819235812313,0.2525016037965649,0.25220948310680114,0.10497681432317918,10.841311692753102,0.0,0.2154699620771982
sweep_D_fine_P,24,2048,z=1e+01,-0.0017565176735643284,0.7211738800112006,1.0969696085033411,0.7611676897860911,0.09378525038862189,0.12301522405726499,0.12321233763216895,0.12747976851832213,17.296681224272483,0.0,0.0017472364287695324
sweep_D_fine_P,12,4096,z=1e+01,-0.008174482821340145,0.6553284050860371,0.9254124952395937,0.6033421836138331,0.1358658025819039,0.2251100916043176,0.225188634695008,0.09861898541057025,10.547019834953602,0.0,0.16231853343575245
sweep_D_fine_P,24,4096,z=1e+01,-0.0035215702921378433,0.7387230319355221,0.8675400504666967,0.6011696900269345,0.06730194949388754,0.11152963649242856,0.11195166790739595,0.11200564354826345,15.472732154438022,0.0,0.0006132488117419378
